student_id,race_ethn,gender,days_present,days_absent,home_address
4e849786e82f,white,female,177,1,3456 W FOSTER AVE CHICAGO IL 60625
4e857c12aa15,white,female,176,2,1954 W 48th ST (4800S) CHICAGO IL 60609
4e879c0fcf64,white,male,177,1,2920 S WENWORTH STE 2 CHICAGO 60616
4e8ead17b21e,hispanic,female,175,3,2640 W LAWRENCE AVE IL 60625
4e976255a77d,hispanic,male,177,1,5839-5843 S KEDZIE AVE CHICAGO IL 60629
4e9992feb736,white,female,176,2,666 W DIVERSEY PKWY CHICAGO IL 60614
4ea5caa99035,white,female,177,1,600 N STATE ST CHICAGO IL 60654
4ea9619a1095,white,female,175,3,4934 S Wabash (45E) BLDG CHICAGO IL 60615
4eb1c441e7a4,white,male,176,2,5134 S LOTUS CHICAGO IL 60638
4eb2b0092d2a,white,male,176,2,2632 W LAWRENCE AVE CHICAGO IL 60625
4eb2b52ab006,white,male,177,1,6262 N HARLEM AVE CHICAGO IL 60631
4eb80cf66fcc,white,female,176,2,7250 W TOUHY AVE CHICAGO IL 60631
4ebc100197f4,white,male,175,3,2 N MICHIGAN AVE CHICAGO IL 60602
4ece7aefc714,white,male,176,2,305 E 115TH ST CHICAGO IL 60628
4ed1817d5403,white,male,177,1,5335 S Kenwood (1332E) CHICAGO IL 60615
4ed889c2c89e,hispanic,female,172,6,151 E WACKER DR FL CHICAGO IL
4ee0a825e4d9,hispanic,female,174,4,5522 N MILWAUKEE AVE CHICAGO IL 60630
4ee7cb39ce67,white,female,177,1,5746 W BELMONT AVE CHICAGO IL 60634
4f035bfde706,white,male,175,3,2459 N HALSTED ST CHICAGO IL 60614
4f06ceb72428,white,female,176,2,1064 W BERWYN AVE CHICAGO IL 60640
4f0f740a4de3,black,female,174,4,10330 S WESTERN AVE CHICAGO IL 60643
4f10a83cbcd0,white,female,177,1,3919 N SHERIDAN RD CHICAGO IL 60613
4f18e12c732b,white,female,177,1,7403 W IRVING PARK RD CHICAGO IL 60634
4f23a732ff2d,white,male,176,2,CHICAGO IL 60616
4f28516beda6,white,male,177,1,2828 N CLARK ST CHICAGO IL 60657
4f2b483f34e9,hispanic,female,175,3,7908-7910 S EXCHANGE AVE CHICAGO 60617
4f2e9772bcb0,white,female,176,2,12034 S MICHIGAN AVE CHICAGO IL 60628
4f39940ff189,black,male,176,2,4749 W MADISON ST CHICAGO IL 60644
4f3e7770e6fc,white,female,177,1,2815 W Armitage CHICAGO IL 60647
4f46da217f47,white,female,177,1,CHICAGO IL 60609
4f4c85c0d8f2,white,female,177,1,701 W 31ST ST CHICAGO IL 60616
4f595bcae007,hispanic,female,176,2,900 E 57TH ST IL 60637
4f5bc759287e,hispanic,female,177,1,4650 W NORTH AVE CHICAGO IL 60639
4f6111286464,white,male,177,1,356 W 75TH ST CHICAGO IL 60621
4f6aa7ff969b,white,male,175,3,3024 N CALIFORNIA AVE CHICAGO IL 60618
4f6bf75b63b9,black,female,176,2,5035 N LINCOLN AVE CHICAGO IL 60625
4f6e176674a1,black,female,174,4,900 N PULASKI RD IL 60651
4f6f32cf8013,white,female,177,1,7036 N CLARK ST CHICAGO IL 60626
4f7aa8bc0395,black,male,175,3,251 E HURON ST CHICAGO IL 60611
4f7db6b4020c,white,female,175,3,425 S WABASH AVE CHICAGO IL 60605
4f7f1f069631,white,female,177,1,7350 W Pratt (6800N) CHICAGO IL 60631
4f8558c39218,black,male,176,2,400 E 103RD ST CHICAGO IL 60628
4f8cd9adff0c,black,female,176,2,3715-3717 N HALSTED ST CHICAGO IL 60613
4f9468f497f6,white,female,176,2,1332 W IRVING PARK RD CHICAGO IL 60613
4fad7530e2fe,white,male,176,2,104 S MICHIGAN AVE CHICAGO IL 60603
4fafb5c2a87a,white,male,176,2,10330 S Elizabeth (1232W) CHICAGO IL 60643
4fb771e132a9,white,female,176,2,4701 S WESTERN AVE IL 60609
4fb8a4b29a09,white,male,177,1,1411 W 87TH ST CHICAGO IL 60620
4fb8b8fb3250,black,female,176,2,170 W WASHINGTON ST CHICAGO IL 60602
4fbb03c53bf1,white,male,177,1,3037 N CLARK ST CHICAGO IL 60657
4fbd646bd659,white,male,177,1,7228 N HARLEM AVE CHICAGO IL 60631
4fcb74db3920,white,male,177,1,336 N MICHIGAN AVE CHICAGO IL 60601
4fd290efed08,black,male,177,1,2521 N HALSTED ST CHICAGO IL 60614
4fd3aa7e2a16,white,male,177,1,4010 N WESTERN AVE CHICAGO IL 60618
4fd799cb1c55,hispanic,male,177,1,2748 N LINCOLN AVE CHICAGO IL 60614
4fd854808b74,white,female,177,1,3362 S HALSTED ST CHICAGO 60608
4fda1695410e,hispanic,male,177,1,2311 W DEVON AVE CHICAGO IL 60659
4fe0c377aafb,white,female,177,1,4100 W MADISON ST CHICAGO IL 60624
4fefce90df79,hispanic,male,173,5,4645 N Sheridan CHICAGO IL 60640
4ff2e8c9bd28,white,male,174,4,3415 N BROADWAY CHICAGO IL 60657
500a03a46f38,black,male,175,3,8301 S STONY ISLAND AVE CHICAGO IL 60617
500e2d0aa431,hispanic,male,176,2,3058 S CENTRAL PARK AVE CHICAGO IL 60623
501c5c99d2ac,asian,male,175,3,1804 W LAWRENCE AVE CHICAGO IL 60640
502102ef9eea,white,male,178,0,804 W WASHINGTON BLVD CHICAGO IL 60607
50217a53b00b,white,male,176,2,6144 N LINCOLN AVE CHICAGO IL 60659
5023c7c2b64e,hispanic,female,177,1,4358-4360 N ELSTON AVE CHICAGO IL 60641
5.02876E+11,black,female,176,2,12339 S Normal  (500W) CHICAGO IL 60628
50398b01a3d7,white,female,178,0,1424 W CHICAGO AVE CHICAGO IL 60642
5039d6888721,white,male,176,2,6 W GRAND AVE CHICAGO IL 60654
503e2c4c952f,hispanic,female,173,5,5481 N NORTHWEST HWY CHICAGO IL 60630
50409f2a01fb,black,female,175,3,537 W 26TH ST CHICAGO IL 60616
504629c24aa5,white,male,176,2,2820 W 55TH ST CHICAGO IL 60632
50508bf445bf,white,male,177,1,2519 W 63 ST IL 60629
5051cba45bc7,white,female,176,2,185 N WABASH AVE CHICAGO IL 60601
50562e6c2328,white,female,178,0,3001 S AVERS AVE CHICAGO IL 60623
50600e627281,hispanic,male,175,3,205 N COLUMBUS DR CHICAGO IL 60601
5065400ccd44,white,male,176,2,8325 S PULASKI RD CHICAGO IL 60652
5066c00e6dce,white,male,176,2,6718 N NORTHWEST HWY CHICAGO IL 60631
506c3a61b402,white,female,176,2,2411 N MARSHFIELD AVE CHICAGO IL 60614
507adabf618a,asian,male,176,2,4038 N PULASKI RD CHICAGO IL 60641
507d664af3df,white,male,177,1,1708 W LAWRENCE AVE CHICAGO IL 60640
5085143b48c9,white,female,177,1,2411 N CLARK ST CHICAGO IL 60614
50979f65e2aa,white,female,174,4,4946 S PAULINA ST CHICAGO IL 60609
50a203d92b41,hispanic,female,175,3,9100 S COMMERCIAL AVE CHICAGO IL 60617
50b098120ac4,white,male,175,3,4943 N DAMEN AVE CHICAGO IL 60625
50c1bce1aebd,white,male,177,1,2801 W 59TH ST CHICAGO IL 60629
50c21152f8c6,hispanic,male,176,2,5930 W LAWRENCE AVE CHICAGO IL 60630
50c253eec2d5,white,male,177,1,2 E CERMAK RD CHICAGO IL 60616
50c6e549cc21,white,female,174,4,5408-5414 S ARCHER AVE IL 60638
50c742bb31c7,white,male,177,1,507 W DICKENS AVE CHICAGO IL 60614
50ca3c748a1b,white,male,176,2,1374 E 70TH ST CHICAGO IL 60637
50cad0e3111a,white,female,176,2,8253 S KEDZIE AVE CHICAGO IL 60652
50cbbbfb2925,white,male,177,1,5145 W DIVISION ST CHICAGO IL 60651
50d1bd4cfba3,white,male,177,1,6034 S PULASKI RD CHICAGO IL 60629
50d40f3eebb4,white,female,178,0,2310 W LOGAN BLVD CHICAGO IL 60647
50e6b34db5ca,hispanic,female,174,4,2229 N CLYBOURN AVE CHICAGO IL 60614
50f54b2ff3d0,white,male,176,2,3010 W DEVON AVE CHICAGO IL 60659
50f56af7d16c,white,female,177,1,2804 W TOUHY AVE CHICAGO 60645
510ca2a6e313,black,male,174,4,228 W CERMAK RD CHICAGO IL 60616
510e9410385a,white,male,176,2,3809 N CICERO AVE CHICAGO IL 60641
5124e2797c90,white,female,175,3,4427 N CLARK ST CHICAGO IL 60640
512b53b6cee2,white,male,177,1,1755 W ADDISON ST CHICAGO IL 60613
512c9262b66a,white,male,177,1,7855 S HALSTED ST CHICAGO IL 60620
512dcb9ab512,hispanic,male,176,2,4047 W 79TH ST IL 60652
512dcc6ad120,black,male,176,2,1820 W 95TH ST CHICAGO IL 60643
512efb493a49,white,female,178,0,101 E ERIE ST CHICAGO IL 60611
5131925a788b,black,female,175,3,2811 N ASHLAND AVE CHICAGO IL 60657
513285f52f92,hispanic,female,176,2,5201 S HARPER CHICAGO IL 60615
5139fcff45e4,black,male,175,3,3420 W GRACE ST CHICAGO IL 60618
513ba85229b9,white,female,177,1,731-733 S DEARBORN ST CHICAGO IL 60605
513d86e695bd,white,female,178,0,1050 N MILWAUKEE AVE CHICAGO IL 60642
513f30d955ef,white,female,178,0,1335 S HALSTED ST CHICAGO IL 60607
5142e528b1cb,white,male,176,2,1120 S MICHIGAN AVE CHICAGO IL 60605
514e2fbe1d05,white,female,178,0,4103 N LINCOLN AVE CHICAGO 60618
514f16976bd8,white,male,177,1,1009-1011 N ORLEANS ST CHICAGO IL 60610
515d07da24ad,black,female,174,4,3338 N WESTERN AVE CHICAGO IL 60618
516443c72798,white,female,176,2,255 W 95TH ST CHICAGO IL 60628
516d81a52a8f,white,male,176,2,7131-7133 S STATE ST CHICAGO IL 60619
5.17015E+11,asian,male,176,2,1052 W MONROE ST IL 60607
51776cf11f73,white,male,177,1,667 W DIVERSEY PKWY CHICAGO IL 60614
5177728b0041,black,female,175,3,3382 N MILWAUKEE AVE CHICAGO IL 60641
51888075794f,white,male,175,3,1746 W GRAND AVE CHICAGO IL 60622
518c4fe8ca49,asian,male,176,2,6407 N MAPLEWOOD AVE CHICAGO IL 60645
518e5b50bc7a,white,male,176,2,3053 S NORMAL AVE IL 60616
518e7df0a7d3,white,male,177,1,1701 W 47TH ST CHICAGO IL 60609
5192decd8937,white,female,176,2,130 E RANDOLPH ST CHICAGO IL 60601
519ab6d78fd2,white,male,177,1,3920 N LEAVITT ST CHICAGO IL 60618
51a082553c2a,white,female,176,2,3001 W Harrison ST CHICAGO IL 60612
51a6eb9b5030,black,female,177,1,2300 S KEDZIE AVE CHICAGO IL 60623
51aaa8238b96,white,male,177,1,3855 W LAWRENCE AVE CHICAGO IL 60625
51b3ce032f4e,white,male,176,2,2958 W IRVING PARK RD CHICAGO IL 60618
51b57342b6d4,asian,male,176,2,1952 N HALSTED ST CHICAGO 60614
51b5a6f4c2a8,hispanic,female,177,1,3752 S ASHLAND AVE CHICAGO IL 60609
51b803a2cbe4,black,male,177,1,2539 N MILWAUKEE AVE CHICAGO IL 60647
51c417019572,black,female,176,2,4511 S EVANS CHICAGO IL 60653
51cb90c3d0aa,asian,female,177,1,3656 W 111 TH ST CHICAGO IL 60655
51d28dac03d7,hispanic,female,172,6,66 W ILLINOIS ST CHICAGO IL 60654
51e5a3244654,black,male,176,2,1121 S CLINTON ST IL 60607
51e988b626fd,hispanic,male,177,1,2104-2108 N WESTERN AVE CHICAGO IL 60647
51f2fb9b7143,white,female,175,3,10-16 S WABASH AVE CHICAGO IL 60603
5202c67c662d,white,male,177,1,CHICAGO IL 60643
5208a5af932c,white,female,176,2,848 N STATE ST CHICAGO IL 60610
523095b39aa8,white,male,177,1,7140 N HARLEM AVE CHICAGO IL 60631
5231d709cf30,hispanic,male,177,1,540 N MICHIGAN AVE CHICAGO IL 60611
5237e0f811ea,white,male,177,1,4523 S ASHLAND AVE CHICAGO IL 60609
523a7d08d978,white,female,177,1,8443-8445 W LAWRENCE AVE CHICAGO IL 60656
523c32f4a6cf,white,female,176,2,7240 S WABASH (45E) CHICAGO IL 60619
524065e0fa66,white,female,177,1,3031 W 111TH ST CHICAGO IL 60655
5243d669d3fe,hispanic,male,176,2,1 E JACKSON BLVD CHICAGO IL 60604
5.24402E+11,hispanic,male,177,1,3333 N KIMBALL AVE CHICAGO IL 60618
524fb6fc8064,white,male,178,0,7030 N CLARK ST CHICAGO IL 60626
525536d87900,black,male,177,1,3466 N PULASKI RD CHICAGO IL 60641
525f03ae0ade,white,male,177,1,116 W HUBBARD ST CHICAGO IL 60654
5260b5694379,white,female,175,3,4500 N BROADWAY CHICAGO IL 60640
52639c8dad04,white,female,176,2,2439 N CLARK ST CHICAGO IL 60614
5265cb59acec,hispanic,male,176,2,216 W CERMAK RD CHICAGO IL 60616
526a58d04abb,white,female,177,1,5311 S BLACKSTONE AVE CHICAGO IL 60615
526bada60983,white,male,176,2,4157 W Peterson AVE CHICAGO IL 60646
527408d03db7,white,female,175,3,5937 W MADISON ST CHICAGO IL 60644
5282a485c3f9,white,female,177,1,1903 W 87TH ST CHICAGO IL 60620
529ffd22def5,white,female,176,2,4801 N AUSTIN AVE CHICAGO IL 60630
52a4a67f68f2,black,female,175,3,1200 W 111TH ST CHICAGO IL 60643
52a57db125b2,white,female,177,1,3463-3465 N BROADWAY CHICAGO IL 60657
52a8e08d82bb,white,female,174,4,5400 N ST LOUIS AVE CHICAGO 60625
52ade1037be4,white,female,177,1,820 N ORLEANS ST IL 60610
52b02787b319,hispanic,male,175,3,6043 W ADDISON ST CHICAGO IL 60634
52b74611ea02,hispanic,male,176,2,7557 N PAULINA ST CHICAGO IL 60626
52cbf2468c19,black,male,175,3,9001-9003 S ASHLAND AVE CHICAGO IL 60620
52d4a6478911,white,female,177,1,CHICAGO IL 60640
52e0364aeaad,white,female,177,1,6800 S DAMEN AVE CHICAGO 60636
52edafc51116,white,female,176,2,111 W JACKSON BLVD CHICAGO IL 60604
52f95d66eadf,asian,female,176,2,3645- 45 1/2 W 83RD PL CHICAGO IL 60652
52fcb10bec05,black,female,176,2,2216 W Hirsch ST CHICAGO IL 60622
52fccbbfe589,white,female,174,4,26 E ADAMS ST CHICAGO IL 60603
52ff2ade05bd,hispanic,male,175,3,2446 N LARAMIE AVE CHICAGO IL 60639
5316d0bd4f0a,white,female,175,3,4350 N BROADWAY CHICAGO 60613
5320c62e7627,white,female,176,2,4229 N LINCOLN AVE CHICAGO IL 60618
53259f82ae79,white,male,174,4,111-113 W KINZIE ST CHICAGO IL 60654
533a11cd4b9b,white,female,176,2,6242 S PULASKI RD CHICAGO IL 60629
533b9e57bfb0,white,male,169,9,4950 S LAPORTE AVE CHICAGO IL 60638
534838dea80b,black,female,176,2,1241 W 19th St  (1900S) IL 60608
5348a1a27a16,white,male,177,1,1969 W OGDEN AVE CHICAGO IL 60612
534b620cd255,white,male,176,2,11543 S MICHIGAN AVE CHICAGO IL 60628
5352c3f025a5,white,male,177,1,6 W 59TH ST CHICAGO IL 60621
535e8d288360,black,female,175,3,4750 W 63RD ST CHICAGO IL 60629
5.3655E+11,white,female,174,4,1156 1/2 W 51ST ST CHICAGO IL 60609
536a3af2660d,white,male,178,0,6701 W FOREST PRESERVE AVE CHICAGO IL 60634
5384f12668cb,white,male,176,2,400 E RANDOLPH ST CHICAGO IL 60601
53916972f3c1,white,male,176,2,1438-1440 E 57TH ST CHICAGO IL 60637
539177f497de,black,male,176,2,2226-2230 S ASHLAND AVE CHICAGO IL 60608
5392f9f4b43e,white,female,175,3,3300 N CAMPBELL AVE CHICAGO IL 60618
53987098ae7b,white,male,177,1,235 S FRANKLIN ST CHICAGO IL 60606
539aedf0fd4b,white,male,177,1,6730 N CLARK ST CHICAGO IL 60626
539bd980b954,white,male,177,1,2808 N CLARK ST CHICAGO IL 60657
53a38aac82e0,black,male,176,2,201 N CLARK ST CHICAGO IL 60601
53a4b669fbb2,hispanic,female,175,3,3630 N SOUTHPORT AVE CHICAGO IL 60613
53b009b4b9e5,white,male,177,1,1212 S Plymouth CT Chicago IL 60605
53c16b52db98,hispanic,male,177,1,1653 W Congress PKWY STE IL 60612
53c19dc8cb54,asian,male,177,1,8300 S ASHLAND AVE CHICAGO IL 60620
53c265731674,black,male,176,2,7650 S Wolcott (1900W) CHICAGO IL 60620
53c3cd9cd116,white,female,176,2,3424 N CICERO AVE IL 60641
53c66e24c736,white,female,173,5,2118 N DAMEN AVE CHICAGO IL 60647
53d060cc3969,white,female,177,1,3792 W 79TH ST CHICAGO IL 60652
53de5cc845aa,white,male,175,3,4825 W ARTHINGTON ST CHICAGO IL 60644
53df15b64875,white,male,177,1,5131 S LINDER AVE chicago IL
53e87c8443ed,white,male,169,9,5510 W FULLERTON AVE CHICAGO IL 60639
53e9aa2c7875,white,male,178,0,4350 W 79th St CHICAGO IL 60652
53eb1bce22a9,white,male,177,1,3800 N AUSTIN AVE CHICAGO IL 60634
53f4c00d05f4,white,female,175,3,4617-4619 N KEDZIE AVE CHICAGO IL 60625
53f4d9c0d0a8,white,female,177,1,3558 N PULASKI RD CHICAGO IL 60641
53fad3b67a28,white,female,177,1,6936 S HERMITAGE AVE CHICAGO IL 60636
53fe2b2e788e,white,female,176,2,108 E 47TH ST CHICAGO IL 60653
53fe5bdee415,black,female,174,4,7534 W ADDISON ST CHICAGO IL 60634
5402b1d65407,white,male,175,3,1960 N WESTERN AVE CHICAGO IL 60647
54097851ad23,white,male,177,1,13355 S INDIANA AVE CHICAGO IL 60827
5414b3f10c97,white,male,177,1,360 N MICHIGAN AVE CHICAGO IL 60601
5421a860b1d8,white,male,175,3,208 W 24TH ST CHICAGO IL 60616
5424a6c50433,black,female,176,2,3750 E 112TH ST CHICAGO IL 60617
542dd62b1c07,white,male,177,1,1206 W LAWRENCE AVE CHICAGO IL 60640
5433e8a0c35b,white,female,176,2,258-260 W 26TH ST CHICAGO IL 60616
543cb8bb28e7,hispanic,female,176,2,205 W Randolph ST CHICAGO IL 60606
543f8c87736c,white,female,173,5,238 W DIVISION ST CHICAGO IL 60610
545871a27429,white,male,177,1,4661 N BROADWAY CHICAGO IL 60640
545b81be7bbe,white,male,174,4,3139 W FOSTER AVE CHICAGO IL 60625
545d11d6ddce,white,male,173,5,2954 W IRVING PARK RD CHICAGO IL 60618
546846975f40,white,male,178,0,4138 N MILWAUKEE AVE CHICAGO IL 60641
5475d04c0c7f,black,male,175,3,3625 S Hoyne (2100W) (St. Maurice) CHICAGO IL 60609
547bdc01450a,hispanic,female,176,2,3700 N BROADWAY CHICAGO IL 60613
547f4c4b4725,white,male,174,4,315 E 43RD ST CHICAGO IL 60653
5480042810a1,black,female,176,2,5460 S HALSTED ST CHICAGO IL 60609
548f31fafb83,black,male,177,1,3219 N BROADWAY CHICAGO IL 60657
549ea982db70,hispanic,female,177,1,3536 W 63RD ST CHICAGO IL 60629
54a110bfa886,black,female,176,2,5685 N MILWAUKEE AVE CHICAGO IL 60646
54a1d49cd658,asian,female,176,2,6658 S COTTAGE GROVE AVE CHICAGO IL 60637
54a2b21d18a0,white,female,177,1,5422 W FULLERTON AVE CHICAGO IL 60639
54aa3cc8ebae,white,female,177,1,4219 N MILWAUKEE AVE IL 60641
54b169470ccf,white,male,176,2,2547 W LAWRENCE AVE CHICAGO IL 60625
54b30c771757,white,female,177,1,2620 W Hirsch ST CHICAGO IL 60622
54bd8f1b358e,white,male,177,1,4225 S LAKE PARK CHICAGO IL 60653
54c801b81351,black,female,175,3,13227 S BRAINARD AVE CHICAGO IL 60633
54cb29b65e1b,hispanic,male,175,3,5431 N EAST RIVER RD CHICAGO IL 60656
54cd4375d085,white,female,176,2,1406 W MORSE AVE CHICAGO IL 60626
54d2a5536e78,black,female,176,2,6925 S PULASKI RD CHICAGO IL 60629
54d672302599,black,female,176,2,11101 S LANGLEY AVE CHICAGO IL 60628
54d87e87e521,white,female,176,2,5032 S STATE ST CHICAGO IL 60609
54d883e0265c,white,female,176,2,6930 S SOUTH SHORE DR CHICAGO IL 60649
54dcd977a670,white,female,175,3,405 S WELLS ST CHICAGO IL 60607
54e07e970748,white,male,177,1,212 S FRANCISCO AVE CHICAGO IL 60612
54e2f952476d,white,female,177,1,1419 E 89TH ST CHICAGO IL 60619
54f420d8ee9a,white,male,177,1,449 W 115TH ST IL 60628
5500af51f1d5,white,male,177,1,1 S WACKER DR CHICAGO IL 60606
550309d892d6,black,female,176,2,1354 W WABANSIA AVE CHICAGO IL 60622
55053ced9846,black,male,176,2,2058 W 19TH ST IL 60608
5506bccf22f9,white,female,176,2,4325 N MILWAUKEE AVE CHICAGO IL 60641
550f612273cb,hispanic,male,177,1,1260 S UNION AVE CHICAGO IL 60607
551bd9663e6a,white,male,176,2,1261 W LOYOLA AVE CHICAGO IL 60626
5520e4024c03,black,female,177,1,8000 S KEDZIE AVE CHICAGO IL 60652
55242e28f90e,white,male,176,2,2317 S WENTWORTH AVE CHICAGO IL 60616
5525c476d7a4,white,female,178,0,3682 N ELSTON AVE CHICAGO IL 60618
552719abe764,white,female,177,1,6350 N CAMPBELL AVE CHICAGO IL 60659
552849c1f974,white,male,176,2,631 N LA SALLE DR CHICAGO IL 60610
552aa56ed986,white,male,177,1,1900 W Erie ST IL 60622
552b3e3a731c,white,male,177,1,60 W ILLINOIS ST IL 60654
552e71f4d752,white,female,177,1,6470 N SHERIDAN RD CHICAGO IL 60626
5537190184e9,white,male,177,1,3428 N SOUTHPORT AVE CHICAGO IL 60657
5537b094a9ff,white,male,177,1,1505 W JARVIS AVE CHICAGO IL 60626
553950dfcbac,white,male,176,2,7600 S PULASKI RD CHICAGO IL 60652
5539c494a387,white,female,177,1,2462 S BLUE ISLAND AVE CHICAGO IL 60608
554179a216c1,white,male,177,1,6710 N Washtenaw CHICAGO IL 60645
554a2eedf495,white,female,177,1,6135 N BROADWAY CHICAGO IL 60660
554d5ef86040,black,female,175,3,6100 S WESTERN AVE CHICAGO IL 60636
555486e344bf,hispanic,female,176,2,702 E 100TH PL CHICAGO IL 60628
555729b206eb,white,male,176,2,2049 W CERMAK RD CHICAGO IL 60608
5.56863E+11,white,female,177,1,6088 N NORTHWEST HWY IL 60631
557195cf4f5f,white,male,177,1,5934-5936 W DIVERSEY AVE CHICAGO IL 60639
55747d28ed2e,white,female,177,1,1510 N CLAREMONT ST CHICAGO IL 60622
557e7b94e090,black,male,176,2,2337 W CERMAK RD CHICAGO IL 60608
558921d686c7,white,female,173,5,4109 N LINCOLN AVE CHICAGO IL
558a6b58f846,white,female,175,3,5134 W IRVING PARK RD CHICAGO IL 60641
5599eedfc29e,white,male,176,2,5547 N KEDZIE AVE CHICAGO IL 60625
559b5f26c31e,white,female,176,2,7301 S KEDZIE AVE CHICAGO IL 60629
559fb7a2cc51,asian,female,177,1,2539 W 79TH ST CHICAGO IL 60652
55aed9e2b160,white,female,175,3,919 W BELMONT AVE CHICAGO IL 60657
55b938b43684,white,male,176,2,6141 N BROADWAY CHICAGO IL 60660
55bdd9dedfc6,hispanic,female,176,2,5350 N BROADWAY CHICAGO IL 60640
55c71faea6c6,white,male,175,3,3805 N BROADWAY CHICAGO IL 60613
55c91a545853,hispanic,male,177,1,117 N WELLS ST CHICAGO IL 60606
55cfbfb6526e,hispanic,male,177,1,4319 W Washington CHICAGO IL 60624
55dac70c8971,black,male,175,3,6012 W FULLERTON AVE CHICAGO IL 60639
55df775e26c4,white,female,177,1,4747 N LINCOLN AVE CHICAGO IL 60625
55e2671fadb1,hispanic,male,176,2,5431 W MADISON ST CHICAGO IL 60644
55e85970332f,black,male,177,1,3125 S ASHLAND AVE CHICAGO IL 60608
55eca4ee4334,hispanic,female,177,1,3728 W 79TH ST CHICAGO IL 60652
55ef4fe93a78,white,female,174,4,1751 W 18TH ST CHICAGO IL 60608
55f35dea2996,black,female,177,1,4520 N WESTERN AVE CHICAGO IL 60625
55f82ec4e88d,white,male,177,1,1925 N LINCOLN AVE CHICAGO IL 60614
55f9efe0dbdb,white,male,177,1,759 W 69TH ST IL 60621
55f9f3ed2685,hispanic,male,175,3,1939 W 13TH ST. CHICAGO IL 60608
55fa041fab86,white,female,177,1,6221 S ARCHER AVE CHICAGO IL 60638
55fb404aedf8,white,male,177,1,317 N Dearborn ST CHICAGO IL 60654
560e13ecdba2,white,male,177,1,7101 S STONY ISLAND AVE IL 60649
56131d7618c6,white,female,177,1,1939-1943 W BYRON ST CHICAGO IL 60613
5618430eaa88,white,male,176,2,2000 W 21ST ST CHICAGO IL 60608
56203e9fdcde,white,male,178,0,2222 W Devon AVE CHICAGO IL 60659
5632fd13f678,white,female,177,1,5501 N CLARK ST CHICAGO IL 60640
5638cfbe6226,white,female,176,2,4600 S Hermitage (1732W) CHICAGO IL 60609
56398c58dfd3,white,male,177,1,1200 W 87TH ST CHICAGO IL 60620
5639f031fc16,white,male,173,5,4157 N PULASKI RD CHICAGO IL 60641
563eac3cd54c,white,male,177,1,8159 S STONY ISLAND AVE CHICAGO IL 60617
563eff2b3172,black,female,176,2,2225 S WESTERN AVE CHICAGO 60608
5649b1c207b7,black,female,176,2,4344 N ELSTON AVE CHICAGO IL 60641
564dd8a3f5a8,white,male,176,2,1200 W 63RD ST CHICAGO IL 60636
564e855318e7,white,male,176,2,5347 N CLARK ST CHICAGO IL 60640
564fbbbfe3e8,white,female,177,1,9027-9029 S COMMERCIAL AVE CHICAGO IL 60617
56543303a980,hispanic,male,175,3,3818 W 63RD ST CHICAGO IL 60629
565fd9880716,white,male,176,2,6140 S Melvina AVE CHICAGO IL 60638
5679baeeda5c,asian,female,177,1,469 W 31ST ST CHICAGO 60616
567bf62326cc,black,female,165,13,4235 S Kedzie AVE CHICAGO IL 60632
567da5aabf8f,white,male,177,1,5665 N LINCOLN AVE CHICAGO IL 60659
5681b3b29149,black,male,174,4,2716 W CERMAK RD CHICAGO IL 60608
56828d89d1e3,white,male,176,2,1606 W PRATT BLVD IL 60626
56968677d703,black,male,177,1,4418 N BROADWAY CHICAGO IL 60640
569c71712b58,white,male,176,2,1575 N MILWAUKEE AVE CHICAGO IL 60622
569cbed2f9ea,white,female,177,1,2915 N BROADWAY CHICAGO IL 60657
56a51aa8eef4,white,female,165,13,6710 N NORTHWEST HWY IL 60631
56a562d454d8,white,male,177,1,328 N MICHIGAN AVE CHICAGO IL 60601
56a601c0de0c,white,female,176,2,4000 N SHERIDAN RD CHICAGO IL 60613
56aa8aa03543,white,male,177,1,750 N FRANKLIN ST CHICAGO IL 60654
56ad751ad66e,white,male,177,1,2151 W CERMAK RD CHICAGO IL 60608
56b26d82356d,white,male,176,2,5256 N BROADWAY CHICAGO IL 60640
56b553a65736,white,female,177,1,3304 N WESTERN AVE CHICAGO IL 60618
56b5e80354d8,white,male,176,2,131 N Clinton ST CHICAGO IL 60661
56b9c8e7f9ef,black,female,176,2,546 E 115TH ST CHICAGO IL 60628
56bfce7e488a,white,male,177,1,1946 W 87TH ST CHICAGO IL 60620
56d52b3f7902,hispanic,female,176,2,2438 W CERMAK RD CHICAGO IL 60608
56e1bb784fa0,hispanic,male,176,2,8301 S KEDZIE AVE CHICAGO IL 60652
56e95456613f,hispanic,male,175,3,7649 N PAULINA ST CHICAGO IL 60626
56ebc46dd30d,white,male,177,1,2502-2506 S KEDZIE AVE CHICAGO IL 60623
56ece701df86,hispanic,male,175,3,1321 S Paulina  (1700W) CHICAGO IL 60608
56edcab0daeb,white,male,177,1,13100 S Doty (1030E) IL 60827
56f42d50f026,hispanic,female,175,3,4657 S DREXAL BLVD CHICAGO IL
570074dfb09b,black,female,177,1,2273 N LINCOLN AVE CHICAGO IL 60614
570088001bc5,black,female,176,2,5308-5310 N CLARK ST CHICAGO IL 60640
5703f5599ed1,white,male,178,0,2447 W DEVON AVE CHICAGO IL 60659
570fc9a92ad9,white,female,177,1,8958 S ASHLAND AVE CHICAGO IL 60620
